0,0.647097,0.667322
1,0.610113,0.668867
2,0.576937,0.671512
3,0.547076,0.675088
4,0.520116,0.679454
5,0.495711,0.684489
6,0.473565,0.690088
7,0.453427,0.696161
8,0.435079,0.70263
9,0.418272,0.70264
10,0.402806,0.70305
11,0.388551,0.703805
12,0.375392,0.704861
13,0.363228,0.706176
14,0.351945,0.707782
15,0.340289,0.690041
16,0.330325,0.691431
17,0.319934,0.674448
18,0.306902,0.649346
19,0.294767,0.625651
20,0.283392,0.601101
21,0.272731,0.579899
22,0.268299,0.575477
23,0.260149,0.554366
24,0.254155,0.553087
25,0.250715,0.549901
26,0.2448,0.544516
27,0.239327,0.539684
28,0.234234,0.538312
29,0.229326,0.533986
30,0.223922,0.522851
31,0.221581,0.52076
32,0.217153,0.519255
33,0.212951,0.512414
34,0.20831,0.502229
35,0.206339,0.500562
36,0.202624,0.49452
37,0.199167,0.488882
38,0.197465,0.487613
39,0.194283,0.482332
40,0.191318,0.477396
41,0.189836,0.476449
42,0.187099,0.471804
43,0.185727,0.464961
44,0.184373,0.464226
45,0.181854,0.460032
46,0.18058,0.45358
47,0.17934,0.453032
48,0.178118,0.446774
49,0.176957,0.446326
50,0.175789,0.440324
51,0.174697,0.434576
52,0.173584,0.434238
53,0.172536,0.428713
54,0.171493,0.428464
55,0.170487,0.423094
56,0.169508,0.422922
57,0.168538,0.417755
58,0.165165,0.414331
59,0.164225,0.409247
60,0.163297,0.409135
61,0.162401,0.404264
62,0.161528,0.404219
63,0.160659,0.399452
64,0.159816,0.402261
65,0.158987,0.397648
66,0.158152,0.39767
67,0.157366,0.400429
68,0.156565,0.395904
69,0.155785,0.395974
70,0.155029,0.391637
71,0.154279,0.394353
72,0.153551,0.394466
73,0.152819,0.390202
74,0.152126,0.386081
75,0.151419,0.386253
76,0.150754,0.382292
77,0.150086,0.382507
78,0.149437,0.37861
79,0.148805,0.378861
80,0.148181,0.375114
81,0.147582,0.3754
82,0.146974,0.371711
83,0.146406,0.372027
84,0.145831,0.368476
85,0.145292,0.368817
86,0.144747,0.365396
87,0.144221,0.364481
88,0.143695,0.361138
89,0.143163,0.361488
90,0.14265,0.360584
91,0.142123,0.357253
92,0.141615,0.357599
93,0.141113,0.356707
94,0.140587,0.353392
95,0.1401,0.352544
96,0.139592,0.349308
97,0.139089,0.349635
98,0.138606,0.346513
99,0.138105,0.345645
100,0.137624,0.345967
101,0.13714,0.342853
102,0.136652,0.341999
103,0.136183,0.338955
104,0.13571,0.338145
105,0.135257,0.335169
106,0.134799,0.334401
107,0.13436,0.331491
108,0.133917,0.330763
109,0.133491,0.327916
110,0.133062,0.327227
111,0.132649,0.324442
112,0.132233,0.32379
113,0.131833,0.321065
114,0.131431,0.320449
115,0.131042,0.317782
116,0.130653,0.317199
117,0.130276,0.314588
118,0.129896,0.312881
119,0.12953,0.312341
120,0.129153,0.309763
121,0.128798,0.309253
122,0.128462,0.307687
123,0.128147,0.307233
124,0.127849,0.305782
125,0.12757,0.305378
126,0.127307,0.304033
127,0.12706,0.303674
128,0.126826,0.302426
129,0.126607,0.302107
130,0.126393,0.300014
131,0.126182,0.29885
132,0.125982,0.296845
133,0.125777,0.296557
134,0.125586,0.295471
135,0.125393,0.293527
136,0.125207,0.293269
137,0.125025,0.291397
138,0.124849,0.290378
139,0.124678,0.291353
140,0.124504,0.289534
141,0.124331,0.289305
142,0.124168,0.288331
143,0.123996,0.288042
144,0.123832,0.288996
145,0.123665,0.287221
146,0.1235,0.286242
147,0.123334,0.285971
148,0.123173,0.285747
149,0.123014,0.284039
150,0.122853,0.284975
151,0.122692,0.284009
152,0.122527,0.28374
153,0.12237,0.282796
154,0.122209,0.282541
155,0.122052,0.283466
156,0.121897,0.282523
157,0.121739,0.282281
158,0.121584,0.280612
159,0.12143,0.279686
160,0.121276,0.280591
161,0.121123,0.280365
162,0.12097,0.27944
163,0.12082,0.277817
164,0.120671,0.278704
165,0.120523,0.278493
166,0.120369,0.277565
167,0.120222,0.27733
168,0.120074,0.277116
169,0.119929,0.276225
170,0.119783,0.27464
171,0.119636,0.275515
172,0.119491,0.275316
173,0.119345,0.274421
174,0.119205,0.274233
175,0.119063,0.273359
176,0.118919,0.274222
177,0.118777,0.272667
178,0.118641,0.272492
179,0.118497,0.271615
180,0.118358,0.272462
181,0.11822,0.271686
182,0.118076,0.270806
183,0.11794,0.270637
184,0.1178,0.269777
185,0.11766,0.268997
186,0.117522,0.268153
187,0.117384,0.267387
188,0.117248,0.268224
189,0.117111,0.267376
190,0.116971,0.267206
191,0.116837,0.266377
192,0.116697,0.265609
193,0.116565,0.264794
194,0.116427,0.26404
195,0.116295,0.264862
196,0.116161,0.264698
197,0.116021,0.263851
198,0.11589,0.263122
199,0.115752,0.262291
200,0.115619,0.26213
201,0.115485,0.261317
202,0.115352,0.260583
203,0.11522,0.259784
204,0.115087,0.260595
205,0.114954,0.260438
206,0.114823,0.259639
207,0.114688,0.258901
208,0.114559,0.258115
209,0.114427,0.257389
210,0.114298,0.258187
211,0.114169,0.257397
212,0.114034,0.257238
213,0.113908,0.256463
214,0.113773,0.255735
215,0.113647,0.255587
216,0.113515,0.254799
217,0.113388,0.254093
218,0.113258,0.253318
219,0.113129,0.254106
220,0.113003,0.25396
221,0.112874,0.253185
222,0.112745,0.252475
223,0.112619,0.251713
224,0.112491,0.251015
225,0.112367,0.250265
226,0.112239,0.250116
227,0.112111,0.250895
228,0.111988,0.250145
229,0.111859,0.249442
230,0.111737,0.248704
231,0.11161,0.248558
232,0.111487,0.24932
233,0.111364,0.24864
234,0.111236,0.247872
235,0.111114,0.247736
236,0.110989,0.246985
237,0.110864,0.246299
238,0.110741,0.245561
239,0.110618,0.244886
240,0.110497,0.24416
241,0.110374,0.244021
242,0.110251,0.244774
243,0.110131,0.244048
244,0.110006,0.243368
245,0.109887,0.242653
246,0.109765,0.241985
247,0.109647,0.241849
248,0.109523,0.241122
249,0.109403,0.241859
250,0.109286,0.241211
251,0.109163,0.240481
252,0.109044,0.240348
253,0.108924,0.239634
254,0.108805,0.238979
255,0.108687,0.238277
256,0.108569,0.238998
257,0.10845,0.238867
258,0.108333,0.238165
259,0.108213,0.237505
260,0.108097,0.236814
261,0.107979,0.236166
262,0.107865,0.235486
263,0.107745,0.235352
264,0.107628,0.236065
265,0.107516,0.235384
266,0.107396,0.234731
267,0.107282,0.234606
268,0.107164,0.233912
269,0.107051,0.233279
270,0.106935,0.232598
271,0.106821,0.233296
272,0.106707,0.233172
273,0.106592,0.232491
274,0.106476,0.231853
275,0.106363,0.231182
276,0.106249,0.230555
277,0.106138,0.229896
278,0.106023,0.229769
279,0.10591,0.230459
280,0.1058,0.229798
281,0.105684,0.229167
282,0.105575,0.229048
283,0.10546,0.228376
284,0.105351,0.227763
285,0.105238,0.227103
286,0.105127,0.227778
287,0.105017,0.227661
288,0.104906,0.227002
289,0.104794,0.226383
290,0.104684,0.225734
291,0.104574,0.225126
292,0.104466,0.224488
293,0.104355,0.224367
294,0.104245,0.225035
295,0.104138,0.224397
296,0.104026,0.223783
297,0.103921,0.223155
298,0.10381,0.223037
299,0.103704,0.222443
300,0.103594,0.221803
301,0.103487,0.222457
302,0.103381,0.222346
303,0.103272,0.221707
304,0.103164,0.221107
305,0.103057,0.220479
306,0.102951,0.219889
307,0.102845,0.219271
308,0.102739,0.219157
309,0.102632,0.219803
310,0.102528,0.219185
311,0.10242,0.21859
312,0.102317,0.217982
313,0.10221,0.21787
314,0.102108,0.217293
315,0.102,0.216675
316,0.101897,0.217307
317,0.101795,0.217203
318,0.101689,0.216585
319,0.101585,0.216002
320,0.10148,0.215394
321,0.101378,0.214821
322,0.101275,0.214224
323,0.101172,0.214116
324,0.101069,0.214741
325,0.100967,0.214144
326,0.100863,0.213566
327,0.100763,0.212978
328,0.10066,0.212872
329,0.10056,0.213484
330,0.10046,0.212418
331,0.100359,0.211827
332,0.100256,0.211256
333,0.100157,0.210675
334,0.100054,0.210571
335,0.099957,0.211171
336,0.099858,0.21059
337,0.099754,0.210015
338,0.099657,0.209919
339,0.099554,0.209327
340,0.099456,0.20877
341,0.099355,0.208189
342,0.099258,0.20764
343,0.099159,0.207069
344,0.09906,0.206969
345,0.098961,0.207564
346,0.098863,0.206994
347,0.098764,0.20644
348,0.098668,0.205879
349,0.098569,0.205781
350,0.098474,0.206363
351,0.098378,0.205802
352,0.098278,0.205244
353,0.098183,0.204692
354,0.098084,0.204596
355,0.097989,0.204055
356,0.09789,0.203494
357,0.097796,0.202961
358,0.0977,0.202409
359,0.097605,0.202315
360,0.097509,0.202892
361,0.097413,0.20234
362,0.097317,0.201803
363,0.097223,0.20126
364,0.097128,0.201167
365,0.097035,0.201732
366,0.096942,0.201189
367,0.096845,0.200648
368,0.096753,0.200114
369,0.096657,0.200023
370,0.096565,0.199498
371,0.096469,0.198955
372,0.096379,0.198438
373,0.096285,0.197905
374,0.096193,0.198458
375,0.096099,0.198369
376,0.096006,0.197836
377,0.095914,0.197314
378,0.095822,0.19679
